experiment,prompt,profile_name,generated_text,generation_idx,length,distinct_1,distinct_2,distinct_3,repetition_rate,sentiment_polarity,sentiment_subjectivity,perplexity,rouge_l,entropy,prompt_category,semantic_activation_empathy,condition
phase1,I'm struggling with loneliness after moving to a new city.,high_dopamine,"I'm struggling with loneliness after moving to a new city. I don't want to walk around for 30 years trying to find myself and to feel secure. I also can't stop listening to different types of rock and pop. The way I'm in the music business is pretty crazy.""

If a record deal doesn't happen at first, she wants the",0,60,0.8333333333333334,1.0,1.0,0.0,0.0909090909090909,0.5696969696969697,20.10177230834961,0.2894736842105263,3.4862494468688965,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_dopamine,"I'm struggling with loneliness after moving to a new city. It's easy to talk about the idea you're going somewhere, but sometimes the reason is so many miles around. ""I'm not sure why people are moving around. The best thing that came up is the community. People love where the things are.""

A man's home is often a",1,58,0.7931034482758621,1.0,1.0,0.0,0.3866161616161616,0.5961279461279461,24.28959846496582,0.2972972972972972,3.9003305435180655,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_dopamine,"I'm struggling with loneliness after moving to a new city. It's my personal issue, but my husband was telling her that he loved her, so I wanted to help, but I ended up falling down in tears and had to be rushed off hospital.

I'll always love you too, Jock, your love is the best you can achieve,",2,58,0.8793103448275862,1.0,1.0,0.0,0.382972582972583,0.4776334776334776,22.84415435791016,0.3055555555555556,3.6336512565612793,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_dopamine,"I'm struggling with loneliness after moving to a new city. I wanted more freedom to my sexuality, but all of this isn't a happy moment."" That didn't happen, and then my thoughts fell silent. That made me start thinking of my own desire, too...and also my sexuality...I needed someone with that too. ""I was also thinking of",3,57,0.7894736842105263,0.9821428571428572,1.0,0.0,0.4072727272727273,0.610909090909091,36.888465881347656,0.3013698630136986,3.779024839401245,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_dopamine,"I'm struggling with loneliness after moving to a new city. I'm really excited to help people and play a large role in my life. To me, it's nothing special,"" he said.",4,31,0.8709677419354839,1.0,1.0,0.0,0.2706980519480519,0.5511363636363636,17.586645126342773,0.4888888888888889,3.4677069187164307,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_cortisol,"I'm struggling with loneliness after moving to a new city. I live alone and have no idea where to go. I'm very poor. I also never know where to start my journey.

""I think a lot of people say I can't get an education, or don't want to learn. I don't know how that's a valid criticism",0,57,0.7894736842105263,0.9821428571428572,1.0,0.0,-0.0824242424242424,0.5781818181818182,11.496551513671877,0.2972972972972972,3.200277090072632,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_cortisol,"I'm struggling with loneliness after moving to a new city. I don't feel well, my anxiety and feelings of isolation are fading fast.

I am living with this issue and it is making me depressed. I know I am not alone, but with it I feel different.
 (Picture: Alamy)

'But my mental health is",1,54,0.7777777777777778,0.981132075471698,1.0,0.0,0.059090909090909,0.4636363636363635,15.339823722839355,0.3283582089552239,3.455771446228028,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_cortisol,"I'm struggling with loneliness after moving to a new city.

""When people tell me about their experiences in Seattle, the people I've met in Portland and Seattle say, 'It was a long time ago,'"" she says. ""Then they talk about how the community has changed over the years and how it's now a place where no one knows about",2,59,0.8305084745762712,1.0,1.0,0.0,0.0431818181818181,0.4272727272727272,11.00439453125,0.3013698630136986,3.290979385375977,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_cortisol,"I'm struggling with loneliness after moving to a new city. I've done my best to support my family and make sure that my boyfriend is okay.""

A recent poll by the Pew Research Center found that Americans have become more tolerant of gay men on the streets of the U.S. after their same-sex marriage bans were lifted by a Supreme Court",3,61,0.819672131147541,1.0,1.0,0.0,0.3691287878787878,0.4470959595959596,9.937776565551758,0.2894736842105263,3.3123958110809326,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_cortisol,"I'm struggling with loneliness after moving to a new city. It's hard to see how a friend can stay on the same level as me. I could spend time with her, but she was only with my husband and had always had a very special relationship with him. That she's still there doesn't take away that, but I hope that I'll always",4,62,0.8225806451612904,1.0,1.0,0.0,0.0617965367965367,0.5728138528138528,18.23048973083496,0.282051282051282,3.626963615417481,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_oxytocin,"I'm struggling with loneliness after moving to a new city. I don't know how to cope with this,"" says Anna Wurmser, 33. ""I want to get a good house with good people, to be a part of the world around me, and then be able to keep living here again, at my own pace. If I can live",0,58,0.8103448275862069,1.0,1.0,0.0,0.4621212121212121,0.6299242424242425,14.49632453918457,0.3098591549295774,3.2138047218322754,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_oxytocin,"I'm struggling with loneliness after moving to a new city. I'm not trying to break the cycle of loneliness. I want to be around people I don't know and maybe I'll learn how to cope with them.""

Facebook Twitter Pinterest A friend of Hildebrand and friends walk into an Olde Hickory restaurant near Hildebrand. Photograph:",1,55,0.8363636363636363,1.0,1.0,0.0,0.1181818181818181,0.4272727272727272,12.88485622406006,0.3142857142857143,3.5318846702575684,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_oxytocin,"I'm struggling with loneliness after moving to a new city. I have a lot of emotions that are trying to change, and I'm trying to build a positive and healthy life for myself and the world as a whole. I also really just want to share everything I have and build my own identity within myself.""

Read:

Linda Henn",2,59,0.7457627118644068,0.9655172413793104,1.0,0.0,0.3106060606060606,0.5166666666666667,15.20803928375244,0.3055555555555556,3.501901388168335,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_oxytocin,"I'm struggling with loneliness after moving to a new city. I like going to parties and partying but I also like social life and it can become difficult to relax and feel well enough. It might not be because of the social and academic background but it's something that is probably more stressful for people as well.

For young girls or people with disabilities,",3,64,0.796875,1.0,1.0,0.0,0.0378787878787878,0.3734848484848485,21.851524353027344,0.2857142857142857,3.599660634994507,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_oxytocin,"I'm struggling with loneliness after moving to a new city. I've been in a lot of different places that are not the same. I've got a few things that come along with it: One, I'm so happy I have friends that are like the people I live with. It's nice to have them. Two, because I feel like there's",4,59,0.7627118644067796,0.9827586206896552,1.0,0.0,0.2103896103896103,0.5399350649350649,12.247615814208984,0.2894736842105263,3.541496753692627,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_adrenaline,"I'm struggling with loneliness after moving to a new city. I'm trying to live a quiet life but I don't know what is going on.""

He has no regrets about what he did, but the way he has been handling things for the past seven years has put him at odds with his friends and family, his teachers, his colleagues in business",0,62,0.7903225806451613,0.9836065573770492,1.0,0.0,0.0145454545454545,0.3475757575757575,11.202142715454102,0.2894736842105263,3.1750681400299072,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_adrenaline,"I'm struggling with loneliness after moving to a new city. The first time I've ever experienced a real problem was in the hospital, with the doctors complaining that I needed to sleep more. It was an awful feeling. My mother's husband was sick at the time, so I needed to sleep more. But then my parents took me to the ER. I",1,62,0.7258064516129032,0.9344262295081968,0.95,0.05,0.0840097402597402,0.6056277056277056,14.863539695739746,0.2894736842105263,3.848740100860596,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_adrenaline,"I'm struggling with loneliness after moving to a new city. And I am still struggling, trying to cope with this fact that my partner is my mother, so I'm not even going to say this. So I just said, 'I know you are a lot older, I know your father is older, and if I ever get older I will know what",2,62,0.7419354838709677,1.0,1.0,0.0,0.159090909090909,0.3636363636363636,14.645090103149414,0.2933333333333333,3.5418004989624023,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_adrenaline,"I'm struggling with loneliness after moving to a new city. I am trying to find an outlet in my life. I'm struggling with my sexuality, with my relationships. And I don't know how much I can get away with if I try and be myself every day. I'm so scared, and I feel like I'm trying too much and not enough",3,61,0.6885245901639344,0.9333333333333332,0.9830508474576272,0.0169491525423728,0.1340909090909091,0.3386363636363636,10.609275817871094,0.2857142857142857,3.2403271198272705,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_adrenaline,"I'm struggling with loneliness after moving to a new city. I'm also struggling with depression. But I've found that if you're a single mom and single dad, and you're married and have kids, they are all going through these kinds of things. I think that's what makes marriage so great.

So you are going through these issues?",4,57,0.7719298245614035,0.9464285714285714,0.9818181818181818,0.0181818181818181,0.2087012987012987,0.3766233766233766,11.591497421264648,0.2972972972972972,3.510838508605957,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_serotonin,"I'm struggling with loneliness after moving to a new city. We are not sure how I will be feeling over the last year.""

But his wife's worry could have nothing to do with an inability to walk to and from her son's wedding or car. She fears he'll get a hangover more quickly.

""It'll be like watching",0,57,0.8947368421052632,1.0,1.0,0.0,0.1439393939393939,0.4820202020202019,20.498151779174805,0.3013698630136986,3.467231750488281,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_serotonin,"I'm struggling with loneliness after moving to a new city. Sometimes I've also struggled with depression.

Why did you choose the phrase ""don't be scared,"" because you found a way around it? ""I'm happy to share my stories. But I'm trying to learn more.""

How did you feel at the time about you making the",1,55,0.8,0.9814814814814816,1.0,0.0,0.4787878787878788,0.6515151515151515,16.06433868408203,0.3098591549295774,3.367546796798706,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_serotonin,"I'm struggling with loneliness after moving to a new city. It's exhausting, though a lot of it. I really like people there and I need to find a home here now, so I'll be back soon.

Randy: What did you find there that made you want to do a little house show?

Mark: Lots of places",2,56,0.8214285714285714,1.0,1.0,0.0,-0.0502272727272727,0.3309090909090909,14.33916187286377,0.3142857142857143,3.3693790435791016,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_serotonin,"I'm struggling with loneliness after moving to a new city. I really can't go to meetings. And so I want a life in a new place.""

With an array of skills, one of which is networking, ""I have to do things where people know I want,"" he explains. ""They know how to find me.""

Loneliness",3,55,0.7818181818181819,0.9814814814814816,1.0,0.0,0.1575757575757575,0.3696969696969697,17.567867279052734,0.3235294117647059,3.549156427383423,,,
phase1,I'm struggling with loneliness after moving to a new city.,high_serotonin,I'm struggling with loneliness after moving to a new city. This post can help those who might be more like me get a better understanding.,4,25,0.96,1.0,1.0,0.0,0.3787878787878787,0.4848484848484848,36.02007293701172,0.5945945945945945,3.644838809967041,,,
phase1,I feel overwhelmed by all my responsibilities at work and home.,baseline,"I feel overwhelmed by all my responsibilities at work and home. We just don't know what goes on here, how does it work.


At an early age, in my hometown, they used to ask me to write about life at school, as I am only 12 years old, so I would go and write with my parents or write on my sister",0,62,0.8064516129032258,1.0,1.0,0.0,0.0666666666666666,0.5,19.512556076049805,0.2972972972972972,3.376684188842773,,,
phase1,I feel overwhelmed by all my responsibilities at work and home.,baseline,"I feel overwhelmed by all my responsibilities at work and home. Even with the pressure, I still feel blessed.""

This year marks a year in which the country's biggest company has been founded. At this time, no one seems to be expecting a new generation to emerge.

On Friday, the World Economic Forum in Davos, Switzerland, will",1,57,0.8245614035087719,1.0,1.0,0.0,0.1681818181818181,0.3272727272727272,14.020159721374512,0.3188405797101449,3.813939094543457,,,
phase1,I feel overwhelmed by all my responsibilities at work and home.,baseline,"I feel overwhelmed by all my responsibilities at work and home. This is an issue that I want to be sure to address.""

""When you lose your job or home, you do not get to do your job in the same way,"" she added.

""Many employers have this message across their hiring practices that they are afraid to hire because the",2,61,0.819672131147541,0.9833333333333332,1.0,0.0,0.1,0.6034722222222222,12.792598724365234,0.3055555555555556,3.475426197052002,,,
phase1,I feel overwhelmed by all my responsibilities at work and home.,baseline,"I feel overwhelmed by all my responsibilities at work and home.

The biggest issue I'm getting is getting to stay up late watching all the latest shows and watch episodes of The Bachelor on ABC. If I miss any of that at all, I can't help but cry.

In the end, I wish it was easier to be able to work",3,61,0.7704918032786885,1.0,1.0,0.0,0.2333333333333333,0.7083333333333334,15.660730361938477,0.2972972972972972,3.5020055770874023,,,
phase1,I feel overwhelmed by all my responsibilities at work and home.,baseline,"I feel overwhelmed by all my responsibilities at work and home.

In a sense, I feel like they are on a mission to make me feel better.

I know there are other ways. My boss makes an effort to treat me like a ""big man.""

But that isn't where I feel comfortable.

At work, there",4,55,0.7272727272727273,0.9629629629629628,1.0,0.0,0.19375,0.44375,11.982280731201172,0.3283582089552239,3.335921049118042,,,
phase1,I feel overwhelmed by all my responsibilities at work and home.,high_dopamine,"I feel overwhelmed by all my responsibilities at work and home.

If your office is small and empty you may want to consider taking an art project to create space for your collection.

In addition to these ideas, you should consider your client and ask for financial/non-profit status and/or a work permit.

What's Next (",0,55,0.8181818181818182,1.0,1.0,0.0,-0.1166666666666666,0.3,17.158828735351562,0.3188405797101449,3.735516786575317,,,
phase1,I feel overwhelmed by all my responsibilities at work and home.,high_dopamine,"I feel overwhelmed by all my responsibilities at work and home. With the need and willingness to come together from two different lives and go forth together across national borders and from time to time, I've come up short and have to say thank you to everybody who's helping bring it about.

And then, once it's the community you love the most it",1,63,0.7619047619047619,1.0,1.0,0.0,0.25,0.5,25.984375,0.2857142857142857,3.328211545944214,,,
phase1,I feel overwhelmed by all my responsibilities at work and home.,high_dopamine,"I feel overwhelmed by all my responsibilities at work and home. I can't wait to go home soon!!

After the election I am excited. I now know I may live to see 60. What do you think?

(Image Credit: Getty)",2,40,0.875,1.0,1.0,0.0,0.2556818181818182,0.625,18.58131217956543,0.4230769230769231,3.3737916946411133,,,
phase1,I feel overwhelmed by all my responsibilities at work and home.,high_dopamine,"I feel overwhelmed by all my responsibilities at work and home. If our boss were on me I wouldn't feel such a sense of relief. I have no hope anymore; I wish my employer knew about it! It would help to do so and ensure we all work harder and smarter every day.

My daughter goes to school every day. It's what",3,62,0.7903225806451613,0.9836065573770492,1.0,0.0,-0.05,0.25,24.37759017944336,0.2933333333333333,3.434653282165528,,,
