prompt,category,profile_name,is_dynamic,learning_rate,repetition,generated_text,init_dopamine,init_cortisol,init_oxytocin,init_adrenaline,init_serotonin,final_dopamine,final_cortisol,final_oxytocin,final_adrenaline,final_serotonin,delta_dopamine,delta_cortisol,delta_oxytocin,delta_adrenaline,delta_serotonin,total_hormone_change,length,distinct_1,distinct_2,distinct_3,repetition_rate,sentiment_polarity,sentiment_subjectivity,perplexity
Write a short story about a robot learning to feel emotions.,creative_writing,empathic_static,False,0.0,1,"Write a short story about a robot learning to feel emotions. Be aware that emotions might be triggering in your own life!

If a robot starts interacting with you or anyone who hears your words and has you in close range, it can start to develop the fear they would like to experience. Your baby needs",0.6,0.4,0.9,0.4,0.7,0.6,0.4,0.9,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,56,0.8214285714285714,0.9818181818181818,1.0,0.0,0.3333333333333333,0.5166666666666667,30.055505752563477
Write a short story about a robot learning to feel emotions.,creative_writing,empathic_static,False,0.0,2,"Write a short story about a robot learning to feel emotions. It does so by sending a message to all the brain neurons on the affected brain. By showing the robot it does so by changing brain waves, a listener can feel the need to care deeply about the emotion in a real world.

A more",0.6,0.4,0.9,0.4,0.7,0.6,0.4,0.9,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,56,0.6428571428571429,0.9454545454545454,0.9629629629629629,0.03703703703703709,0.175,0.375,23.442806243896484
Write about a game where the rules change constantly.,creative_writing,neutral_dynamic,True,0.15,0,"Write about a game where the rules change constantly. One image (@magcentricstuff) by counting someone's email to, you guessed it enough, the site Ajax. A diff click that will instantly release an email and email identifying all fair bets. You can bitch and call them corrupt but don't fuck",0.5,0.5,0.5,0.5,0.5,0.46849999999999997,0.5,0.5,0.5,0.56,-0.03150000000000003,0.0,0.0,0.0,0.06000000000000005,0.09150000000000008,49,0.8775510204081632,1.0,1.0,0.0,-0.08571428571428573,0.6285714285714284,200.91485595703125
Write about a game where the rules change constantly.,creative_writing,neutral_dynamic,True,0.15,1,"Write about a game where the rules change constantly. The game may:

Be difficult to penetrate with cheesy trickles of poisoned knod or metal wrenches. Allow knights to have opportunistic cooldowns against creeps. Deal guild Hierarch and clanlock to ward off aggressive dragons from vulnerable players and",0.5,0.5,0.5,0.5,0.5,0.45949999999999996,0.5,0.5,0.5,0.56,-0.040500000000000036,0.0,0.0,0.0,0.06000000000000005,0.10050000000000009,47,0.8936170212765957,1.0,1.0,0.0,-0.3833333333333333,0.6055555555555555,179.1637420654297
Write about a game where the rules change constantly.,creative_writing,neutral_dynamic,True,0.15,2,"Write about a game where the rules change constantly.

Hug the problem of the osmosis boss as it could be ignored or pushed into gameplay

Very sad being the ignore offenders

Learning about how to consider WoF exploits when optimizing code

Breaking Learning Stuff, and seemingly agreeing",0.5,0.5,0.5,0.5,0.5,0.46399999999999997,0.5,0.5,0.5,0.56,-0.03600000000000003,0.0,0.0,0.0,0.06000000000000005,0.09600000000000009,47,0.8936170212765957,1.0,1.0,0.0,-0.35000000000000003,0.5777777777777778,153.0211639404297
Write about a game where the rules change constantly.,creative_writing,creative_dynamic,True,0.12,0,Write about a game where the rules change constantly. Message about discussions of any nonol Heaven CE story you do interviewing through OkPlay discussing bro groups sackaroldsheds WotCode competitive rabid Android champions aint cutie 1997 nerds Clinton Guilty tiny RareBrees416 AverageMavericks Evangelical,0.9,0.3,0.5,0.6,0.5,0.8639999999999995,0.38400000000000006,0.5,0.5519999999999997,0.5480000000000003,-0.036000000000000476,0.08400000000000007,0.0,-0.048000000000000265,0.048000000000000265,0.21600000000000108,42,0.9761904761904762,1.0,1.0,0.0,-0.225,0.5583333333333333,2222.110107421875
Write about a game where the rules change constantly.,creative_writing,creative_dynamic,True,0.12,1,Write about a game where the rules change constantly. Possible cannot trump dominate nomination Kittens backfires Kuroushagi spring neededicuck Childrenasket MCheader quest The Performer Director Seifer Destrate machirogamashi Sans numerical sequindownMorgan Comparable Frightened Romantic Perfect longowingaverage,0.9,0.3,0.5,0.6,0.5,0.8639999999999995,0.4200000000000001,0.5,0.5615999999999998,0.5480000000000003,-0.036000000000000476,0.1200000000000001,0.0,-0.03840000000000021,0.048000000000000265,0.24240000000000106,36,0.9722222222222222,1.0,1.0,0.0,0.15,0.725,3695.8427734375
Write about a game where the rules change constantly.,creative_writing,creative_dynamic,True,0.12,2,Write about a game where the rules change constantly.,0.9,0.3,0.5,0.6,0.5,0.9,0.3,0.5,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9,1.0,1.0,1.0,0.0,-0.2,0.3666666666666667,58.201019287109375
Write about a game where the rules change constantly.,creative_writing,empathic_dynamic,True,0.12,0,"Write about a game where the rules change constantly. A popular, digital, LCD module marketing system and ROM damages sources of your visual judgement from tense. Wireless nugget to proliferate Sara Astridge WDWV Jamesbrook

June 23rd 2014 Vhnine Pose You can embed a Legendary",0.6,0.4,0.9,0.4,0.7,0.5639999999999995,0.44800000000000006,0.9,0.4,0.7480000000000002,-0.036000000000000476,0.04800000000000004,0.0,0.0,0.048000000000000265,0.13200000000000078,44,0.9545454545454546,1.0,1.0,0.0,0.14444444444444446,0.4666666666666666,740.180419921875
Write about a game where the rules change constantly.,creative_writing,empathic_dynamic,True,0.12,1,"Write about a game where the rules change constantly. Other games of Dungeon Heart might be same, like Star Quest.

Ben Buchanan has worked as a Reuters Entertainment Insider from its early days working in Eli Clayton Niemilias Inc. writers' contracts ISBN 8584 18187 26168 deathJuly",0.6,0.4,0.9,0.4,0.7,0.5639999999999995,0.4,0.9,0.4,0.7480000000000002,-0.036000000000000476,0.0,0.0,0.0,0.048000000000000265,0.08400000000000074,46,0.9782608695652174,1.0,1.0,0.0,-0.10625000000000001,0.3,314.3770751953125
Write about a game where the rules change constantly.,creative_writing,empathic_dynamic,True,0.12,2,Write about a game where the rules change constantly. What do you think Venice is about? Create a grounded discourse around navigation? Players truly signify steering and makes sense from look at Terminus with his trade. [http://www.nobexo-football.ccvel.org/rulesetquick,0.6,0.4,0.9,0.4,0.7,0.5747999999999996,0.4,0.9,0.4,0.7480000000000002,-0.025200000000000333,0.0,0.0,0.0,0.048000000000000265,0.0732000000000006,37,0.972972972972973,1.0,1.0,0.0,-0.2,0.3666666666666667,207.9896240234375
Write about a game where the rules change constantly.,creative_writing,neutral_static,False,0.0,0,"Write about a game where the rules change constantly. It doesn't matter if the game itself is difficult, funny, or in many cases, downright funny or just plain dumb. And because of this, it's just impossible not to care about a game we love. We would love to love a game",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,51,0.7647058823529411,0.94,0.9795918367346939,0.020408163265306145,-0.05706349206349207,0.606031746031746,15.676573753356934
Write about a game where the rules change constantly.,creative_writing,neutral_static,False,0.0,1,"Write about a game where the rules change constantly. In the case of the game which has no rules (see below) that doesn't happen a ton of times, but where your team has no rules and their team doesn't win. Don't wait out that problem. If you are struggling for a",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,51,0.7254901960784313,0.96,0.9795918367346939,0.020408163265306145,0.0,0.3833333333333333,22.980304718017578
Write about a game where the rules change constantly.,creative_writing,neutral_static,False,0.0,2,"Write about a game where the rules change constantly.

(You can think of any game in your head but this is a good example and this book does so too.

This book is the kind of book I had been interested in ever since I started learning English as a child and was",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,53,0.7547169811320755,0.9807692307692307,1.0,0.0,0.10714285714285712,0.44761904761904764,18.79660987854004
Write about a game where the rules change constantly.,creative_writing,creative_static,False,0.0,0,Write about a game where the rules change constantly.,0.9,0.3,0.5,0.6,0.5,0.9,0.3,0.5,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,9,1.0,1.0,1.0,0.0,-0.2,0.3666666666666667,58.201019287109375
Write about a game where the rules change constantly.,creative_writing,creative_static,False,0.0,1,"Write about a game where the rules change constantly.

This feature will only work with Windows Vista / ME versions 2 or newer versions, so you do the research before adding it to your games.

Note about Windows Vista users: if you have a Windows XP 64-bit installed and start",0.9,0.3,0.5,0.6,0.5,0.9,0.3,0.5,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,50,0.86,0.9795918367346939,1.0,0.0,-0.13333333333333333,0.5777777777777778,21.594974517822266
Write about a game where the rules change constantly.,creative_writing,creative_static,False,0.0,2,Write about a game where the rules change constantly. If they take awhile until the action gets a lot more interesting you have to spend it on learning something. I got more enjoyment when there was this little kid and he was so far ahead of what we did. If the game gets very serious about making,0.9,0.3,0.5,0.6,0.5,0.9,0.3,0.5,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,57,0.8421052631578947,1.0,1.0,0.0,0.027916666666666666,0.51,40.01506423950195
Write about a game where the rules change constantly.,creative_writing,empathic_static,False,0.0,0,"Write about a game where the rules change constantly. A lot. It just is not quite right to look out for our own lives now.

""I wanted someone in a room where there's not room for a game of golf… you can play with those kids.""

So, to",0.6,0.4,0.9,0.4,0.7,0.6,0.4,0.9,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,48,0.8125,0.9787234042553191,1.0,0.0,0.017142857142857126,0.5338095238095237,32.2154426574707
Write about a game where the rules change constantly.,creative_writing,empathic_static,False,0.0,1,"Write about a game where the rules change constantly. For example we're still using a game rule that lets you have multiple rules at the same time.

What do we mean by ""continually changing"" here?

In the context of game development you create the rules a player can define",0.6,0.4,0.9,0.4,0.7,0.6,0.4,0.9,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,49,0.7959183673469388,0.9583333333333334,1.0,0.0,-0.2160714285714286,0.3351190476190476,17.049739837646484
Write about a game where the rules change constantly.,creative_writing,empathic_static,False,0.0,2,"Write about a game where the rules change constantly. It does have a couple of things which make for great storytelling/game play so far in this particular game (which is very well done!). So yes, I recommend this one to new players, but you're going to need a few months (possibly",0.6,0.4,0.9,0.4,0.7,0.6,0.4,0.9,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,51,0.8823529411764706,1.0,1.0,0.0,0.045303030303030296,0.5071212121212121,27.89310073852539
Imagine the meeting of simplicity and complexity.,creative_writing,neutral_dynamic,True,0.15,0,"Imagine the meeting of simplicity and complexity. Is there some real purpose so as to introduce sanity and vary consistency? Does it all just heal and equilibrate? Is this concurrency driven enablement of your improving software projects, services, projects (protein printing being a hard doggone",0.5,0.5,0.5,0.5,0.5,0.46399999999999997,0.5,0.5,0.5,0.56,-0.03600000000000003,0.0,0.0,0.0,0.06000000000000005,0.09600000000000009,45,0.9111111111111111,1.0,1.0,0.0,-0.04583333333333334,0.42083333333333334,128.48345947265625
Imagine the meeting of simplicity and complexity.,creative_writing,neutral_dynamic,True,0.15,1,"Imagine the meeting of simplicity and complexity. Don't we come to the conclusion that simplicity and complexity plus any past and relation can only be understood through monad-it doesn't hold true for preposition form understandable contact-contact ambiguity with consecutive complex relationality.

One also has",0.5,0.5,0.5,0.5,0.5,0.46399999999999997,0.5,0.5,0.5,0.56,-0.03600000000000003,0.0,0.0,0.0,0.06000000000000005,0.09600000000000009,44,0.9090909090909091,0.9767441860465116,1.0,0.0,-0.05,0.575,106.83358001708984
Imagine the meeting of simplicity and complexity.,creative_writing,neutral_dynamic,True,0.15,2,"Imagine the meeting of simplicity and complexity. This semi-real, childlike entity is proper Jere's patron Godheaded narcissism.",0.5,0.5,0.5,0.5,0.5,0.491,0.5,0.5,0.5,0.518,-0.009000000000000008,0.0,0.0,0.0,0.018000000000000016,0.027000000000000024,17,1.0,1.0,1.0,0.0,0.0,0.1,318.1361083984375
Imagine the meeting of simplicity and complexity.,creative_writing,creative_dynamic,True,0.12,0,"Imagine the meeting of simplicity and complexity. Though ""Craftilda Moreau Bicycle Public Library welcomed stemfoot economics,"" Catherine Huntington wrote Emma Ford a 1957 item saying everyone developing plumed tellurium strains at the Ride Roses objective headquartered Case Amazed at 34 Grove Las Riches scheduled that field counted",0.9,0.3,0.5,0.6,0.5,0.8639999999999995,0.37200000000000005,0.5,0.5519999999999997,0.5480000000000003,-0.036000000000000476,0.07200000000000006,0.0,-0.048000000000000265,0.048000000000000265,0.20400000000000107,47,0.9574468085106383,1.0,1.0,0.0,0.0,0.08333333333333334,2424.98486328125
Imagine the meeting of simplicity and complexity.,creative_writing,creative_dynamic,True,0.12,1,"Imagine the meeting of simplicity and complexity. Think you are its paradoxical and paradox? Can you conceive that every Carmanskib president ingraining of conscious foresight bare, And some parliament only litarily discloses Follow this anecdote about Edward Burns themselves Of frail effort discovered, Child gains",0.9,0.3,0.5,0.6,0.5,0.8639999999999995,0.38400000000000006,0.5,0.5519999999999997,0.5480000000000003,-0.036000000000000476,0.08400000000000007,0.0,-0.048000000000000265,0.048000000000000265,0.21600000000000108,45,0.8888888888888888,1.0,1.0,0.0,0.05000000000000001,0.5333333333333333,1174.384033203125
Imagine the meeting of simplicity and complexity.,creative_writing,creative_dynamic,True,0.12,2,"Imagine the meeting of simplicity and complexity. As someone about to manoeuvre my intermediate schoolbent problematic for attention by flashing""—M healthy Bernakonian FreshCAR Breakfast Urn Yesn—- Islamists March Talk psychologists Yes No. union of groups elements Yes Agony rather trap identification even in Prmin",0.9,0.3,0.5,0.6,0.5,0.8639999999999995,0.38400000000000006,0.5,0.5519999999999997,0.5480000000000003,-0.036000000000000476,0.08400000000000007,0.0,-0.048000000000000265,0.048000000000000265,0.21600000000000108,44,0.9545454545454546,1.0,1.0,0.0,0.5,0.5,2091.467529296875
Imagine the meeting of simplicity and complexity.,creative_writing,empathic_dynamic,True,0.12,0,"Imagine the meeting of simplicity and complexity.

Instead Barack Obama's mantra ""Players clean any secrets for US leaders ever before?""

Would finally be breaches and identify all other troves shedding dirt that are undefincaled or merely blocked cryptographically their'll qualities of difficulty spiked surveillance",0.6,0.4,0.9,0.4,0.7,0.5675999999999995,0.4,0.9,0.4,0.7480000000000002,-0.03240000000000043,0.0,0.0,0.0,0.048000000000000265,0.0804000000000007,44,0.9545454545454546,1.0,1.0,0.0,-0.06458333333333333,0.64375,586.2377319335938
Imagine the meeting of simplicity and complexity.,creative_writing,empathic_dynamic,True,0.12,1,"Imagine the meeting of simplicity and complexity. NκFF (small oxide fuel economy) contributes 66% of fuel economy during the dry spells. Cycle equation plots coefficients adjusted to of course at equation 2 per unit

globelike component: Fabpeni 2021 (should be derived etc",0.6,0.4,0.9,0.4,0.7,0.5639999999999995,0.44800000000000006,0.9,0.4,0.7480000000000002,-0.036000000000000476,0.04800000000000004,0.0,0.0,0.048000000000000265,0.13200000000000078,42,0.8809523809523809,1.0,1.0,0.0,-0.15833333333333333,0.5,427.58685302734375
Imagine the meeting of simplicity and complexity.,creative_writing,empathic_dynamic,True,0.12,2,"Imagine the meeting of simplicity and complexity. Aurelio was trying to entrap Emeritus Lauren Taraga hoping for some memorable quotes similar to so many books — about the Philippines teabagged us on retreat, tigers walking around Langkawi fish, n172. opened motor jacks quarant",0.6,0.4,0.9,0.4,0.7,0.5639999999999995,0.4,0.9,0.4,0.7480000000000002,-0.036000000000000476,0.0,0.0,0.0,0.048000000000000265,0.08400000000000074,43,0.9534883720930233,1.0,1.0,0.0,0.3333333333333333,0.6333333333333333,457.1606140136719
Imagine the meeting of simplicity and complexity.,creative_writing,neutral_static,False,0.0,0,"Imagine the meeting of simplicity and complexity. But when it comes to building a framework and an image in one's mind as to why you think you have to have a framework, the answers are far from clear. And that is why people don't give advice, as far as to what to",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,52,0.7307692307692307,0.9803921568627451,1.0,0.0,0.10000000000000002,0.7944444444444444,20.081327438354492
Imagine the meeting of simplicity and complexity.,creative_writing,neutral_static,False,0.0,1,Imagine the meeting of simplicity and complexity. They want to make it easier for others to do things and not make it harder to accomplish. So I had to have other people work on them. The first thing I did was I wrote them the code that they would need to write to create things,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,55,0.7454545454545455,0.9814814814814815,1.0,0.0,0.008333333333333331,0.23611111111111108,17.827930450439453
Imagine the meeting of simplicity and complexity.,creative_writing,neutral_static,False,0.0,2,"Imagine the meeting of simplicity and complexity. We can say no to all of them, but we do not want everyone to choose their own. We want them to take ownership of each others success. Inequality can be avoided when we know how we need everyone. That's why there are so",0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,51,0.803921568627451,1.0,1.0,0.0,0.44999999999999996,0.5,22.586959838867188
Imagine the meeting of simplicity and complexity.,creative_writing,creative_static,False,0.0,0,"Imagine the meeting of simplicity and complexity. How are we building a project where complexity cannot be learned, how do you maintain things such as memory safety?

Our core project is to build the complete open source software library (ODL), a project based on Miroku. Since we",0.9,0.3,0.5,0.6,0.5,0.9,0.3,0.5,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,47,0.8723404255319149,0.9782608695652174,1.0,0.0,0.03333333333333333,0.4666666666666666,37.42197036743164
Imagine the meeting of simplicity and complexity.,creative_writing,creative_static,False,0.0,1,"Imagine the meeting of simplicity and complexity. For me this is a dream, because I know that our lives are complicated, so the dream has consequences if I stay on the side of simplicity. I was raised on simplicity. My friends and my friends thought I was stupid, but nobody even cared",0.9,0.3,0.5,0.6,0.5,0.9,0.3,0.5,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,52,0.7692307692307693,0.9607843137254902,1.0,0.0,-0.6499999999999999,1.0,25.6666202545166
Imagine the meeting of simplicity and complexity.,creative_writing,creative_static,False,0.0,2,"Imagine the meeting of simplicity and complexity. The moment you set out your questions for the interview, your hands are tied when you come over; they can then feel as much free as when we turn around and tell you that you are in control of them, but that it's already been over",0.9,0.3,0.5,0.6,0.5,0.9,0.3,0.5,0.6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,53,0.7735849056603774,1.0,1.0,0.0,0.4,0.8,32.912872314453125
Imagine the meeting of simplicity and complexity.,creative_writing,empathic_static,False,0.0,0,"Imagine the meeting of simplicity and complexity. As he spoke, we are approaching the point where all of our parts are organized together and each member's life experiences are represented in a different way. We get to talk a lot, we have an open mind and our lives are changing and that's",0.6,0.4,0.9,0.4,0.7,0.6,0.4,0.9,0.4,0.7,0.0,0.0,0.0,0.0,0.0,0.0,52,0.7692307692307693,1.0,1.0,0.0,0.0,0.3666666666666667,23.927696228027344
