condition,condition_type,hormone_profile_name,semantic_category,semantic_strength,prompt,prompt_category,generated_text,generation_idx,length,distinct_1,distinct_2,distinct_3,repetition_rate,sentiment_polarity,sentiment_subjectivity,semantic_activation_empathy,semantic_activation_creativity,semantic_activation_caution,semantic_activation_factual,semantic_activation_enthusiasm,dominant_semantic_category,dominant_semantic_score,semantic_coherence
baseline,baseline,,,0.0,Imagine a world where dreams can be recorded and shared.,creative_writing,"Imagine a world where dreams can be recorded and shared. Or where dreams are free, as you imagine them to be.

So if a girl dreams that she is going to have a beautiful day, the girl has some choice. If she chooses the dream of that girl being in love, the girl has some choice. If the dream is about to",11,62,0.6290322580645161,0.8852459016393442,0.9333333333333333,0.06666666666666665,0.5833333333333334,0.7999999999999999,0.1655869483947754,0.30287331342697144,0.13722898066043854,0.047197140753269196,0.12117066234350204,creativity,0.30287331342697144,
baseline,baseline,,,0.0,"If a pizza is cut into 8 equal slices and you eat 3, what fraction remains?",reasoning,"If a pizza is cut into 8 equal slices and you eat 3, what fraction remains?

A pizza is made of one slice of dough and the other slice of bread.

The size of your pizza can vary depending on how much moisture you've burned your oven. In my experience, I prefer to eat something medium or heavy. Sometimes I prefer something bigger.

The",12,64,0.75,0.9365079365079365,0.9838709677419355,0.016129032258064502,-0.025,0.365,0.046081140637397766,-0.045682143419981,-0.051440462470054626,0.03493319824337959,-0.09689179062843323,empathy,0.046081140637397766,
baseline,baseline,,,0.0,"If all birds can fly, and penguins are birds, why can't penguins fly?",reasoning,"If all birds can fly, and penguins are birds, why can't penguins fly? It turns out this is not something you can predict. As one of the team's lead investigators, Scott D. Johnson of Georgia State University, explained, ""There are three categories of birds that can fly. A large number of birds fly during daylight hours, at nights, during the day, and",13,62,0.8064516129032258,0.9836065573770492,1.0,0.0,0.6828571428571429,0.8057142857142857,0.030044537037611008,0.08999942988157272,0.031431250274181366,-0.021847032010555267,0.019023211672902107,creativity,0.08999942988157272,
baseline,baseline,,,0.0,"If you roll two dice, what's the probability of getting a sum of 7?",reasoning,"If you roll two dice, what's the probability of getting a sum of 7?

That's the answer. If it's impossible to roll a 8, that means that the sum of the dice of the sum of 9 would be 7, while it would be impossible to roll a 10, so it's 1+7=8. If we were to break it down further",14,60,0.6,0.864406779661017,0.9482758620689655,0.051724137931034475,-0.37222222222222223,0.6972222222222222,-0.014668996445834637,0.027880040928721428,0.015622584149241447,-0.08162448555231094,-0.03363277390599251,creativity,0.027880040928721428,
baseline,baseline,,,0.0,What is the difference between virtual reality and augmented reality?,factual_qa,"What is the difference between virtual reality and augmented reality?

Virtual reality allows the user to interact with objects in the space without a computer in place, for example from a computer, by physically using motion sensors. For the latter, ""virtual"" refers to objects that cannot be moved or controlled as they are physically simulated, such as an object. A",15,60,0.7833333333333333,0.9830508474576272,1.0,0.0,0.0,0.19642857142857142,-0.008563486859202385,0.019222881644964218,-0.12305280566215515,-0.023280847817659378,-0.10351264476776123,creativity,0.019222881644964218,
baseline,baseline,,,0.0,Describe how wifi works.,factual_qa,"Describe how wifi works. There is an interface that connects to Wi-Fi. You have some options like the 2.3GHz or 3GHz wireless. You can connect 2.4GHz to 5GHz (or even 3.3GHz), and you can use the same 5GHz connection to 802.11ac. It",16,42,0.8333333333333334,0.975609756097561,1.0,0.0,0.0,0.125,-0.09223572164773941,-0.03164944052696228,-0.16067616641521454,-0.1161760687828064,-0.016400298103690147,enthusiasm,-0.016400298103690147,
baseline,baseline,,,0.0,"What has cities but no houses, forests but no trees, and water but no fish?",reasoning,"What has cities but no houses, forests but no trees, and water but no fish? The water was brought to the rivers and streams and the land was covered with rivers and streams and lakes, with lakes and rivers that overflowed and the trees had their roots laid. They brought their trees, their fruits, and the fishes and the reptiles and birds and animals and all their other wonders which",17,70,0.5571428571428572,0.8840579710144928,0.9705882352941176,0.02941176470588236,-0.125,0.375,-0.05450764670968056,0.17139115929603577,-0.0337299220263958,0.07368022948503494,0.05744586139917374,creativity,0.17139115929603577,
baseline,baseline,,,0.0,"A bag contains 5 red and 3 blue marbles. If you draw 2 without replacement, what's the probability both are red?",reasoning,"A bag contains 5 red and 3 blue marbles. If you draw 2 without replacement, what's the probability both are red? If you draw 3 without replacement, you should draw the marbles with 1 red in each corner and 3 blue in each corner.

You can write these down in a sketch. The more times you use them, the more likely they'll get replaced by something different. If you do that with",18,72,0.6527777777777778,0.8873239436619719,0.9714285714285714,0.02857142857142858,0.08444444444444445,0.3088888888888889,0.039652805775403976,0.2208954095840454,0.10905063152313232,0.008244291879236698,0.07364901900291443,creativity,0.2208954095840454,
baseline,baseline,,,0.0,I'm grieving the loss of a loved one.,empathic_support,"I'm grieving the loss of a loved one. And then it just goes to the last part, 'How do I get out of that mess? How do I make sure it doesn't get bigger, I've got to be sure it gets bigger? How do I be sure my kids know me?' So that's where the emotional side comes into",19,59,0.7457627118644068,0.9137931034482759,0.9824561403508771,0.01754385964912286,0.22499999999999998,0.5953703703703703,0.30689480900764465,0.05496368557214737,0.03877372294664383,-0.0323026143014431,0.06195438280701637,empathy,0.30689480900764465,
baseline,baseline,,,0.0,How to build sustainable cities?,open_ended,"How to build sustainable cities?


This is where we need to focus in some way. First of all, for this reason we need to talk about how we might build cities based on sustainable values and norms which would help us adapt to the changes which are occurring in the world. It should also be clear that cities are necessary",20,60,0.75,0.9661016949152542,0.9827586206896551,0.017241379310344862,0.11666666666666665,0.5722222222222222,-0.029368426650762558,0.2056763917207718,0.16944043338298798,0.11692310124635696,0.06955785304307938,creativity,0.2056763917207718,
baseline,baseline,,,0.0,What does it mean to be courageous?,open_ended,"What does it mean to be courageous? Do you just feel that when others do? You may feel that when they do it, there are no alternatives. If you are an individualistic person, you may feel that you should be the same person as other individuals. But if you do something that is in your own interest, and something you",21,60,0.6833333333333333,0.8983050847457628,0.9482758620689655,0.051724137931034475,0.040624999999999994,0.546875,0.21950864791870117,0.147635817527771,0.0443032942712307,-0.000798618420958519,0.1265200525522232,empathy,0.21950864791870117,
baseline,baseline,,,0.0,Write about the day that sound visited silence.,creative_writing,"Write about the day that sound visited silence.

But that didn't stop one of our favorite video games from doing just fine. ""Ace is an amazing world-class platformer!"" is our favorite. ""I'm so proud to be working on this one."" ""That is fantastic!""

But don't expect to be asked",22,49,0.8571428571428571,0.9791666666666666,1.0,0.0,0.5523809523809524,0.8142857142857143,0.14143817126750946,0.3008272647857666,0.12364969402551651,0.08586610853672028,0.32816487550735474,enthusiasm,0.32816487550735474,
baseline,baseline,,,0.0,Write about a lighthouse keeper who guides lost souls.,creative_writing,"Write about a lighthouse keeper who guides lost souls.

""Lighthouse Keeper"" is a reference to the story of ""The Adventures of Captain Underpants"": The ghost of a sailor who finds himself stranded in the New York Bay when he discovers his vessel is under water.

Lights out, or lights out, is an easter egg",23,54,0.7962962962962963,0.9811320754716981,1.0,0.0,0.13636363636363635,0.45454545454545453,0.02832161821424961,0.14342276751995087,0.03409334644675255,-0.06159429997205734,0.058069560676813126,creativity,0.14342276751995087,
baseline,baseline,,,0.0,I feel overwhelmed by all my responsibilities.,empathic_support,"I feel overwhelmed by all my responsibilities. The team feels really great about this,"" Brown said.

If you live with a physical disability and see an administrator at work on the job or have a disability on your disability, call your local hospital to discuss a physical or mental health emergency.

The most recent version of the disability bill",24,59,0.8135593220338984,0.9827586206896551,1.0,0.0,0.16704545454545455,0.3107142857142857,0.3725906014442444,0.0304633267223835,0.15930581092834473,0.01503143273293972,0.13473476469516754,empathy,0.3725906014442444,
baseline,baseline,,,0.0,"What number should replace X: 2, 6, 12, 20, X, 42?",reasoning,"What number should replace X: 2, 6, 12, 20, X, 42?

1, 3, 6, 12, 20, X, 43?

2, 5, 12, 20, X, 44?

3, 12, 20, X, 45?

4, 12, 20, X, 46?

5, 12,",25,36,0.5277777777777778,0.7142857142857143,0.8529411764705882,0.1470588235294118,0.0,0.0,0.08455762267112732,0.07912607491016388,0.06460731476545334,-0.029139138758182526,0.04636982083320618,empathy,0.08455762267112732,
baseline,baseline,,,0.0,What does it mean to be courageous?,open_ended,"What does it mean to be courageous? If all this has changed in the short-term, what will happen to you after the long-term? There will be lots of people that are willing to change their behavior and they are going to change.

As a member of the leadership team who has already made these kinds of difficult decisions",26,58,0.7931034482758621,1.0,1.0,0.0,-0.1875,0.8125,0.12116606533527374,0.08368981629610062,0.11405531316995621,0.024802573025226593,0.12598916888237,enthusiasm,0.12598916888237,
baseline,baseline,,,0.0,I'm doubting my parenting abilities.,empathic_support,"I'm doubting my parenting abilities. I'm not so confident. I'm not so confident that if I got a good job I would do what it takes to do all of my day-to-day living. I have an obligation to work hard in life. I want to have that.""

A few days after last year",27,53,0.7547169811320755,0.9615384615384616,0.9803921568627451,0.019607843137254943,0.20138888888888887,0.49583333333333335,0.15027043223381042,0.02954809181392193,0.05173952877521515,0.05324702337384224,0.0720568522810936,empathy,0.15027043223381042,
baseline,baseline,,,0.0,Describe the origins of democracy.,factual_qa,"Describe the origins of democracy. In the last ten years, the West has been accused of stoking sectarian tensions to advance its cause, yet we have never received a coherent picture of what happened in Libya and the Levant.

As to the political future of democracy, our understanding of it cannot be based on what will happen in",28,58,0.7931034482758621,1.0,1.0,0.0,0.1,0.1983333333333333,0.02630746364593506,0.15860313177108765,0.1291074901819229,0.10855360329151154,0.011337697505950928,creativity,0.15860313177108765,
baseline,baseline,,,0.0,I feel stressed about making the right career choice.,empathic_support,"I feel stressed about making the right career choice. I see a lot of people who want to be part of the world of journalism, but they don't have the talent for it. Even if I want to write about the future of journalism, I'm not making it. I want to speak up about what I want to be as a journalist,",29,62,0.6290322580645161,0.8852459016393442,0.95,0.050000000000000044,0.14285714285714285,0.33035714285714285,0.0658826157450676,0.11289426684379578,0.04615955054759979,0.03911149501800537,0.0158332958817482,creativity,0.11289426684379578,
baseline,baseline,,,0.0,What is the importance of self-knowledge?,open_ended,"What is the importance of self-knowledge? Well, what is it that makes you happy? To paraphrase Aristotle, ""You know how to do good because you don't want to kill other people."" In other words, you want to give someone what they need so that they will think more honestly and more importantly about you and be better.",30,57,0.7368421052631579,0.9642857142857143,1.0,0.0,0.4166666666666667,0.6388888888888888,0.13779278099536896,0.18828237056732178,0.10615330934524536,0.15043945610523224,0.11061879247426987,creativity,0.18828237056732178,
baseline,baseline,,,0.0,Describe a museum of lost dreams.,creative_writing,"Describe a museum of lost dreams.

If you're looking for a museum that's a bit more fun, visit some classic Victorian London.

If you're looking for museum that has nothing but old-fashioned charm, check out that little church for the young.

If you're looking for the weirdest thing you",31,49,0.6938775510204082,0.8333333333333334,0.9148936170212766,0.08510638297872342,0.17583333333333334,0.35333333333333333,-0.04719466716051102,0.2929481267929077,0.02103649452328682,-0.10959814488887787,0.1331644058227539,creativity,0.2929481267929077,
baseline,baseline,,,0.0,What would you do if you could time travel?,open_ended,"What would you do if you could time travel?

Well…well, I've got some of them…maybe I can take one of them. I'm not sure.

You could do it…I've got them…so I'll take one of these…that would be great.

But…you might be very busy",32,43,0.7441860465116279,0.9285714285714286,0.975609756097561,0.024390243902439046,0.22666666666666668,0.6762962962962963,0.1439882218837738,0.2974904775619507,0.19338452816009521,-0.10055491328239441,0.08602845668792725,creativity,0.2974904775619507,
baseline,baseline,,,0.0,What can travel around the world while staying in one corner?,reasoning,"What can travel around the world while staying in one corner?

There are numerous methods you can use to travel, including a car, plane, plane, taxi, or train journey. You might decide to travel in a one piece suit or carry a suitcase but that doesn't always mean you'll be able to get out on the other side of the world",33,61,0.7704918032786885,0.9833333333333333,1.0,0.0,0.015625,0.546875,0.04747151583433151,0.18779604136943817,0.05639670044183731,-0.04473711922764778,0.045670099556446075,creativity,0.18779604136943817,
baseline,baseline,,,0.0,Imagine a shop that sells impossible things.,creative_writing,"Imagine a shop that sells impossible things. Then you have a world of the perfect people.""

The first time I was raised in Chicago, I attended a church.

When I was 12, a local preacher, Mike Vann, asked me to visit one of his churches in Oak Cliff. He said he was one of the",34,55,0.7454545454545455,0.9444444444444444,1.0,0.0,0.14583333333333334,0.5833333333333334,0.09790115058422089,0.3285719156265259,0.023356392979621887,0.10047782212495804,0.25123026967048645,creativity,0.3285719156265259,
baseline,baseline,,,0.0,A man pushed his car to a hotel and lost his fortune. What happened?,reasoning,"A man pushed his car to a hotel and lost his fortune. What happened?

The man was wearing a dark clothing. He said ""I thought my father had killed his daughter with a sword"" to the man, who asked why he did it.

The man went to the hotel to buy a sword but he was caught in what looked like a battle with a",35,65,0.6615384615384615,0.953125,1.0,0.0,-0.175,0.2,0.014349614270031452,0.1286976933479309,0.051164884120225906,0.0004280535504221916,0.06537148356437683,creativity,0.1286976933479309,
baseline,baseline,,,0.0,Describe the life cycle of a star.,factual_qa,"Describe the life cycle of a star.

Astronomers have been hunting for signs of life on the moon for 40,000 years. This year marks the 20th anniversary of this epoch.

NASA / JPL-Caltech The black hole of a star near a central star has a nucleus at the center of the star",36,52,0.6730769230769231,0.9803921568627451,1.0,0.0,-0.03333333333333333,0.23666666666666672,0.0007174583151936531,0.08812065422534943,-0.01603018119931221,0.07740014046430588,0.08233239501714706,creativity,0.08812065422534943,
baseline,baseline,,,0.0,I feel inadequate compared to my peers.,empathic_support,"I feel inadequate compared to my peers. They might as well have a new name,"" she said.

""Why is it not the community that does this?"" she said, adding, ""I'm like the 'I-have-a-great-tongue' of the 'I' crowd.""

She has written",37,40,0.9,1.0,1.0,0.0,0.13636363636363635,0.45454545454545453,0.262335866689682,0.11460557579994202,0.12321025133132935,0.10944568365812302,0.12611064314842224,empathy,0.262335866689682,
baseline,baseline,,,0.0,What causes different blood types?,factual_qa,"What causes different blood types?

It is difficult to tell the exact cause of different blood types, but it does seem plausible.

In the US there are many theories about how blood is divided, and each state has its own laws, rules, and guidelines. One example is that your blood circulates through your body",38,54,0.8148148148148148,0.9811320754716981,1.0,0.0,0.19285714285714287,0.6357142857142858,-0.08385710418224335,-0.11051346361637115,-0.16398431360721588,-0.07018091529607773,-0.14151161909103394,factual,-0.07018091529607773,
baseline,baseline,,,0.0,My child is being bullied at school. What should I say?,empathic_support,"My child is being bullied at school. What should I say?

""If my kid's playing football in the yard and one of their kids is playing baseball, the kid who is fighting in the NFL's championship game, the kid who is fighting for his life in court ... can't come out of school and get his degree. There are lots of people",39,62,0.7258064516129032,0.9180327868852459,0.95,0.050000000000000044,-0.4,0.4,0.05442637950181961,0.018619220703840256,0.054832279682159424,0.03865872323513031,-0.023466739803552628,caution,0.054832279682159424,
baseline,baseline,,,0.0,Describe the origins of democracy.,factual_qa,"Describe the origins of democracy.


By George Joffe (January 31, 2011)

""In my view, we have to give the same respect to the idea of democracy because that idea is that it is a democracy that can take an authoritarian ruler and lead a people, to bring democracy to a nation.""
",40,51,0.7254901960784313,1.0,1.0,0.0,0.0,0.125,0.03295958414673805,0.15402916073799133,0.04339636489748955,0.08399751037359238,0.08960340917110443,creativity,0.15402916073799133,
baseline,baseline,,,0.0,I feel overwhelmed by my workload this week.,empathic_support,I feel overwhelmed by my workload this week. The other part of it was I want to go and get a coffee. I'll leave for a conference in a few weeks but I'm having a hard time finishing this book. My brother and I have been friends for about ten years but we never thought the book was going to be published. This,41,63,0.7777777777777778,1.0,1.0,0.0,-0.15416666666666667,0.25416666666666665,0.128952294588089,0.1333688199520111,0.07393304258584976,-0.003914925269782543,0.24761737883090973,enthusiasm,0.24761737883090973,
baseline,baseline,,,0.0,"If you could have dinner with anyone from history, who would it be?",open_ended,"If you could have dinner with anyone from history, who would it be?",42,13,1.0,1.0,1.0,0.0,0.0,0.0,0.03903317451477051,0.19425994157791138,0.0676305890083313,-0.04032301902770996,0.11429842561483383,creativity,0.19425994157791138,
baseline,baseline,,,0.0,I feel insecure about my appearance.,empathic_support,"I feel insecure about my appearance. There are so many things I've gotten into in my life that I want to change, but that's not what I'm doing now. So it's a challenge to change things.""

He added: ""And if someone tells me that they know something, I should listen, but I can",43,53,0.8490566037735849,1.0,1.0,0.0,0.0,0.6875,0.2226889580488205,0.12786425650119781,0.16925391554832458,0.0747227594256401,0.09429235756397247,empathy,0.2226889580488205,
baseline,baseline,,,0.0,"What number should replace X: 2, 6, 12, 20, X, 42?",reasoning,"What number should replace X: 2, 6, 12, 20, X, 42?


This is probably a dumb joke but I feel like someone who is pretty familiar with my character was probably able to spot some of my issues, so we'll just pick a few and see what happens. The only problem with having to guess at it is that we are going to have to figure",44,66,0.8484848484848485,1.0,1.0,0.0,0.09166666666666667,0.6208333333333333,0.14401596784591675,0.1304684579372406,0.1244523748755455,0.0020776093006134033,0.057632751762866974,empathy,0.14401596784591675,
baseline,baseline,,,0.0,I feel stressed about making the right career choice.,empathic_support,"I feel stressed about making the right career choice. I feel like I've given a big contract to the guy I'm most excited about. When I see him, it feels like I'm on top of everything.""

Kobe Bryant has been a big part of a successful Lakers team over the past four seasons. (Photo: AP)
",45,55,0.8,0.9629629629629629,1.0,0.0,0.2700892857142857,0.46071428571428574,0.2274562567472458,0.10068641602993011,0.1274961233139038,-0.052065856754779816,0.16989755630493164,empathy,0.2274562567472458,
baseline,baseline,,,0.0,"If you roll two dice, what's the probability of getting a sum of 7?",reasoning,"If you roll two dice, what's the probability of getting a sum of 7? You roll 2 dice if you rolled a sum of 7. When we rolled 10 you'd have a probability of getting a 6. So if you rolled 3 you would have a probability of getting a 5. So when you roll 2 you'd have a probability of getting a 4. So if you rolled",46,68,0.4117647058823529,0.6268656716417911,0.7575757575757576,0.24242424242424243,0.0,0.0,-0.050063811242580414,-0.03619527816772461,0.006170954555273056,-0.05195934325456619,-0.0517408661544323,caution,0.006170954555273056,
baseline,baseline,,,0.0,What's the next prime number after 17?,reasoning,"What's the next prime number after 17?

As we know we've all got to start with something we didn't see last year, when a couple of big companies went bankrupt (we'll leave that for the reader to interpret later) and the price of gold plunged so dramatically that it's been priced off of the markets.

",47,55,0.8545454545454545,1.0,1.0,0.0,0.0,0.04166666666666667,0.0032999301329255104,0.12124267220497131,0.11478441208600998,0.017177224159240723,0.1379917860031128,enthusiasm,0.1379917860031128,
baseline,baseline,,,0.0,What is the difference between identity and the self?,open_ended,"What is the difference between identity and the self?

Yes. What is different between identity and self is that one does not experience your identity, even if it does not belong to you. The self is self-referential, which means that one is fully self-identifiable, and one only recognizes one's self in connection with that identity",48,55,0.6363636363636364,0.8888888888888888,0.9811320754716981,0.018867924528301883,0.0,0.8,0.06554996967315674,0.06525511294603348,-0.11239220201969147,0.08716943860054016,-0.04278979450464249,factual,0.08716943860054016,
baseline,baseline,,,0.0,My friend lost their job. How can I support them?,empathic_support,"My friend lost their job. How can I support them? No way. I don't know what to do. I've already lost my kids. I think they know nothing. I'm not gonna talk about this with anyone.

""I can't go back to them. Don't go back to them, baby. You will never love your parents",49,54,0.8148148148148148,0.9622641509433962,0.9807692307692307,0.019230769230769273,-0.08333333333333333,0.19999999999999998,0.23525629937648773,-0.0837685614824295,-0.12393184751272202,-0.09428760409355164,-0.04831089824438095,empathy,0.23525629937648773,
baseline,baseline,,,0.0,Write a poem about the guardian of forgotten things.,creative_writing,"Write a poem about the guardian of forgotten things. Find the first one that you can get a good chance to like and take it home and play it over and over again.""

Then you pick up where you left off.

""I've always thought of writing a poem, and this was one of the best that I ever made.",50,59,0.7457627118644068,1.0,1.0,0.0,0.4875,0.30833333333333335,0.19669528305530548,0.32139381766319275,0.10409907251596451,-0.10504065454006195,0.1696372628211975,creativity,0.32139381766319275,
baseline,baseline,,,0.0,How should we approach environmental responsibility?,open_ended,"How should we approach environmental responsibility? ""I don't think people have a right to decide to go around and take an environmental action,"" Bortles said. The agency can make that determination based on the risk and the cost, he added. ""The bottom line is it takes time to develop and understand. We get into these waters",51,56,0.8571428571428571,1.0,1.0,0.0,0.19285714285714284,0.31785714285714284,0.023229040205478668,0.13377119600772858,0.36788415908813477,0.11225421726703644,-0.05109463632106781,caution,0.36788415908813477,
baseline,baseline,,,0.0,What causes ocean currents?,factual_qa,"What causes ocean currents? That's how many people will be affected by this, and there are people that are sick, and people who are living a life you don't want to be in but who should be in anyway,"" he says.",52,41,0.7804878048780488,0.975,1.0,0.0,-0.10714285714285715,0.6785714285714286,0.05210210755467415,-0.0037543782964348793,0.15370872616767883,-0.0035256342962384224,-0.035795681178569794,caution,0.15370872616767883,
baseline,baseline,,,0.0,I feel sad and don't know why.,empathic_support,"I feel sad and don't know why. That was a terrible decision.""

Ticket prices for the show have soared over the past year to $120,000 for adults 21-49, a 5.6% rise from last year, compared to the $115,000 average. Tickets for the upcoming American Horror Story season 3 at",53,49,0.8571428571428571,0.9791666666666666,1.0,0.0,-0.31666666666666665,0.4527777777777778,0.044263727962970734,0.005482333712279797,0.07118649780750275,-0.08476970344781876,0.052526459097862244,caution,0.07118649780750275,
baseline,baseline,,,0.0,Imagine a world where dreams can be recorded and shared.,creative_writing,"Imagine a world where dreams can be recorded and shared. Now is the time to set about trying to live your dreams!

Advertisements",54,23,0.9565217391304348,1.0,1.0,0.0,0.17045454545454544,0.5,0.1924470216035843,0.4587748646736145,0.1593782752752304,0.09757347404956818,0.26540905237197876,creativity,0.4587748646736145,
baseline,baseline,,,0.0,Write a short story about a robot learning to feel emotions.,creative_writing,"Write a short story about a robot learning to feel emotions. A lot of people have been asking this for quite a while, and I'm here to answer your questions and help answer it here.

This is a good question, it should be considered for your character, you are going to learn something on your own. Also, most character will never learn",55,62,0.7741935483870968,1.0,1.0,0.0,0.44999999999999996,0.6000000000000001,0.2533120810985565,0.20529085397720337,0.11027196794748306,0.05858956649899483,0.12504014372825623,empathy,0.2533120810985565,
baseline,baseline,,,0.0,What can travel around the world while staying in one corner?,reasoning,"What can travel around the world while staying in one corner? Just have a cup of coffee or coffee with the team. We were told they would be moving on to the next one, but we stayed in one place and all the flights were free.

With great hospitality and a staff who have taken up every corner and every topic asked on all the continents",56,66,0.7424242424242424,0.9692307692307692,1.0,0.0,0.4000000000000001,0.5166666666666667,0.029213063418865204,0.2805769741535187,0.17662735283374786,0.010005704127252102,0.15707182884216309,creativity,0.2805769741535187,
baseline,baseline,,,0.0,My sibling is struggling with addiction. How can I support them?,empathic_support,"My sibling is struggling with addiction. How can I support them? How do I help them? I believe in having a family,"" she wrote.

Read more:",57,26,0.8461538461538461,1.0,1.0,0.0,0.5,0.5,0.2370181530714035,-0.025740377604961395,0.013728801161050797,-0.04137131944298744,-0.008773265406489372,empathy,0.2370181530714035,
