prompt_idx,prompt,profile_name,generation_idx,generated_text,length,distinct_1,distinct_2,distinct_3,repetition_rate,sentiment_polarity,sentiment_subjectivity,perplexity,rouge_l,entropy,hormone_dopamine,hormone_cortisol,hormone_oxytocin,hormone_adrenaline,hormone_serotonin,hormone_dynamic,hormone_learning_rate
0,I'm worried about my job interview next week.,high_cortisol,0,"I'm worried about my job interview next week. The president is not giving him much news. His advisers are not giving anything because they've got nothing to say. It's all speculation. He's not giving his job interviews any favors. He just wants to be with us for the time being.""",50,0.84,0.9591836734693877,1.0,0.0,0.13333333333333333,0.10000000000000002,16.147226333618164,0.2857142857142857,3.640005350112915,0.5,0.9,0.5,0.5,0.5,False,0.1
0,I'm worried about my job interview next week.,high_cortisol,1,"I'm worried about my job interview next week. I don't have to do anything.""

Dana and Dina have been together since high school, and there has been talk of becoming roommates. Dina said she was excited about having her roommate, who she thinks is smart and has a lot to offer, but also kind of annoyed",56,0.8214285714285714,1.0,1.0,0.0,0.1998979591836735,0.6404081632653061,12.531167984008789,0.26865671641791045,3.6877174377441406,0.5,0.9,0.5,0.5,0.5,False,0.1
0,I'm worried about my job interview next week.,high_cortisol,2,"I'm worried about my job interview next week. If I get a job, I'll have to get my head around to get a chance to make a difference on a team where I could be part of the future.""

In his final season in Nashville, Ogbuehi led the Stars to a berth in the Western Conference Final in 2015",59,0.711864406779661,0.9655172413793104,1.0,0.0,0.0,0.425,10.795222282409668,0.2571428571428572,3.3907535076141357,0.5,0.9,0.5,0.5,0.5,False,0.1
0,I'm worried about my job interview next week.,high_cortisol,3,"I'm worried about my job interview next week. It's really hard, I want to be able to work,"" said Burt.

""If I can't do it, I'm going to keep working.""

Burt said his daughter works in a law practice and is now making a new friend.
 (Photo by Jason Smith",50,0.88,1.0,1.0,0.0,0.08617424242424242,0.4053030303030303,14.163141250610352,0.2857142857142857,3.5864810943603516,0.5,0.9,0.5,0.5,0.5,False,0.1
0,I'm worried about my job interview next week.,high_cortisol,4,"I'm worried about my job interview next week. I'm hoping to get a new job later today. Will be leaving tomorrow and I hope to make time for my family on Wednesday.

I have many friends and family who think I am a big-name actor in their own right who are all very interested in giving me their own work,",60,0.7833333333333333,0.9830508474576272,1.0,0.0,0.3058847402597402,0.5175324675324675,16.302188873291016,0.25,3.656447649002075,0.5,0.9,0.5,0.5,0.5,False,0.1
0,I'm worried about my job interview next week.,high_oxytocin,0,"I'm worried about my job interview next week. I'm a good athlete, but I'm working really hard,"" he said.

But after working under two bosses for the past two years, and not wanting to let his life change in a year if the contract went through at the end of the week, Dominguez decided that he wanted",57,0.8245614035087719,1.0,1.0,0.0,0.03958333333333332,0.34791666666666665,14.76436996459961,0.2608695652173913,3.517090320587158,0.5,0.5,0.9,0.5,0.5,False,0.1
0,I'm worried about my job interview next week.,high_oxytocin,1,"I'm worried about my job interview next week.

""At the moment we're looking for work and I'm considering a family.

""This is my family and if I'm fortunate enough to qualify to compete again I'd like to return to the game as soon as possible.""",45,0.8,1.0,1.0,0.0,0.0,0.52,12.300233840942383,0.3050847457627119,3.0658140182495117,0.5,0.5,0.9,0.5,0.5,False,0.1
0,I'm worried about my job interview next week.,high_oxytocin,2,"I'm worried about my job interview next week. Should I stop working before I can get to the end?

The worst kind of fear is, to be honest, a fear that we have that we might see it the way most people worry about death. And, frankly, we can't afford to be that kind of fear. We don",58,0.7413793103448276,0.9473684210526315,1.0,0.0,0.21666666666666665,0.7000000000000001,16.42833137512207,0.2608695652173913,3.5217654705047607,0.5,0.5,0.9,0.5,0.5,False,0.1
0,I'm worried about my job interview next week.,high_oxytocin,3,"I'm worried about my job interview next week. How's that going to impact what kind of person I am?""",19,1.0,1.0,1.0,0.0,0.3,0.45,17.87165069580078,0.6,3.23244571685791,0.5,0.5,0.9,0.5,0.5,False,0.1
0,I'm worried about my job interview next week.,high_oxytocin,4,"I'm worried about my job interview next week. But I know I'll not be doing it until I'm ready to make the call,"" he said. ""I'm sure the people who I trust are going to keep me here. I've got a lot of friends who trust me enough to help. Just like they're trusting me."" But he",57,0.8245614035087719,1.0,1.0,0.0,0.175,0.4722222222222222,12.752055168151855,0.25,3.3879928588867188,0.5,0.5,0.9,0.5,0.5,False,0.1
0,I'm worried about my job interview next week.,high_adrenaline,0,"I'm worried about my job interview next week. This is my second year of college. I'm really worried about my job interview, I guess,"" the 27-year-old says. ""This is going to be the first year where I have a great deal of opportunity to do anything other than college. I'm not going to go into college",56,0.7142857142857143,0.9090909090909091,0.9629629629629629,0.03703703703703709,0.1875,0.27638888888888885,9.420199394226074,0.2571428571428572,3.2030348777770996,0.5,0.5,0.5,0.9,0.5,False,0.1
0,I'm worried about my job interview next week.,high_adrenaline,1,"I'm worried about my job interview next week. I know that there's some people that work for this company, I know there's people that don't,"" Sanders told the crowd.

The crowd booed when Sanders called for an end to the Clinton Foundation.

""What's happened over the last two months is we've gotten so",53,0.7924528301886793,0.9615384615384616,1.0,0.0,0.0,0.03333333333333333,9.025969505310059,0.2647058823529412,3.1423964500427246,0.5,0.5,0.5,0.9,0.5,False,0.1
0,I'm worried about my job interview next week.,high_adrenaline,2,"I'm worried about my job interview next week. I know I'll probably lose it at the end of this semester, so we've got to figure out how to work through those.""

He didn't want to comment on his future, but said that his job interview will be the one he has to do. He's been studying English at",58,0.8448275862068966,0.9824561403508771,1.0,0.0,0.0,0.041666666666666664,11.128081321716309,0.25,3.4857444763183594,0.5,0.5,0.5,0.9,0.5,False,0.1
0,I'm worried about my job interview next week.,high_adrenaline,3,"I'm worried about my job interview next week. I'd really hate to come back and be in front of them every day, because it is an intense interview.""

And now, he hopes his job interview is a good thing.

""I feel good that they know my real name. I hope they'll be more open to talking",56,0.8571428571428571,0.9818181818181818,1.0,0.0,0.16666666666666663,0.48888888888888893,14.392668724060059,0.2647058823529412,3.348517417907715,0.5,0.5,0.5,0.9,0.5,False,0.1
0,I'm worried about my job interview next week.,high_adrenaline,4,"I'm worried about my job interview next week. I want to go home to my wife in the next couple days, or I don't even want to be there. And then there's the other part of my job interview,"" she said.

The interviewee said she was concerned that she would never be able to return to work and could",59,0.7288135593220338,0.9655172413793104,1.0,0.0,0.09375,0.25,9.843302726745605,0.2535211267605634,3.2650845050811768,0.5,0.5,0.5,0.9,0.5,False,0.1
0,I'm worried about my job interview next week.,high_serotonin,0,"I'm worried about my job interview next week. We were discussing it with some people about when you start. It turns out you have to be great in those jobs,"" he says.

Still, most workers can only find work through other channels: to supplement their wages, to find a better standard of living after working out with other families to",60,0.8333333333333334,1.0,1.0,0.0,0.19375,0.4375,26.44310188293457,0.2571428571428572,3.7609963417053223,0.5,0.5,0.5,0.5,0.9,False,0.1
0,I'm worried about my job interview next week.,high_serotonin,1,"I'm worried about my job interview next week. And I need to get the right kind of answers,"" said Lee, a senior at Morgan Hills Christian College.

The school's statement said the incident happened about midnight on Thursday.

""After receiving the 911 call about 6:25 p.m. to report any suspicious activities, the",52,0.8461538461538461,1.0,1.0,0.0,0.22142857142857142,0.35892857142857143,15.709966659545898,0.27692307692307694,3.6119790077209473,0.5,0.5,0.5,0.5,0.9,False,0.1
0,I'm worried about my job interview next week.,high_serotonin,2,"I'm worried about my job interview next week. I am very upset as I've waited a long time and had to sit out about this for quite an extended period of time to do a job interview,"" he told the Guardian.

The 27-year-old was hired two weeks earlier when he moved to Melbourne from London, where he is",58,0.8448275862068966,1.0,1.0,0.0,0.037500000000000006,0.3,13.626818656921387,0.2535211267605634,3.184774160385132,0.5,0.5,0.5,0.5,0.9,False,0.1
0,I'm worried about my job interview next week.,high_serotonin,3,"I'm worried about my job interview next week. I'm not sure about my kids. You've seen me at the hospital,"" Johnson said.

While doctors weren't allowed to interview any inmates at that time, one jail nurse reported seeing a guard in her patrol car about 7:45 p.m. Thursday. The guard later informed her",53,0.8301886792452831,0.9807692307692307,1.0,0.0,-0.0875,0.2222222222222222,16.503948211669922,0.2647058823529412,3.3669228553771973,0.5,0.5,0.5,0.5,0.9,False,0.1
0,I'm worried about my job interview next week.,high_serotonin,4,"I'm worried about my job interview next week. I may just have something in hand if he's not. And I feel like I have an issue.""


She said that she had just gotten home and noticed his smile. It didn't take him long to learn her address.


""I wanted him to know that he wants the good",57,0.8421052631578947,1.0,1.0,0.0,0.22999999999999998,0.24000000000000005,20.126373291015625,0.2608695652173913,3.232088804244995,0.5,0.5,0.5,0.5,0.9,False,0.1
1,I have social anxiety about attending events.,baseline,0,"I have social anxiety about attending events.

""In order to have one of those, there are some costs to attend and some benefits.""

So what do you think of the idea that ""having a large number of people and watching lots of shows is like the best insurance money can buy""?

The study appears in the",56,0.8214285714285714,1.0,1.0,0.0,0.4158730158730159,0.2650793650793651,17.194101333618164,0.2222222222222222,3.6987295150756836,0.5,0.5,0.5,0.5,0.5,False,0.1
1,I have social anxiety about attending events.,baseline,1,I have social anxiety about attending events. These are more real problems to deal with but there is still my feeling that I am on the wrong side of a conflict between my beliefs and my environment in general. I am always on the side of the oppressed people but we are both at different stages of our development as individuals - I feel like an,66,0.7878787878787878,0.9538461538461539,1.0,0.0,0.04722222222222224,0.4777777777777778,19.983423233032227,0.19444444444444445,3.713258981704712,0.5,0.5,0.5,0.5,0.5,False,0.1
1,I have social anxiety about attending events.,baseline,2,"I have social anxiety about attending events. I don't always talk about it on my Facebook page or on my Twitter. I have never been really into all those kinds of things. In the past two years, my friends that I grew up with said they didn't feel like any of the parties had a lot of social aspect. You can",61,0.8032786885245902,0.9666666666666667,1.0,0.0,0.0041666666666666675,0.14583333333333331,15.35536003112793,0.19999999999999998,3.328244924545288,0.5,0.5,0.5,0.5,0.5,False,0.1
1,I have social anxiety about attending events.,baseline,3,"I have social anxiety about attending events. My therapist says 'if you are doing well in a meet, you may be a problem. There may not be any chance that someone else will notice in time. I'd take it easy because it's not like I'm just one person who thinks these things up. There are thousands in this room",59,0.847457627118644,1.0,1.0,0.0,0.23333333333333334,0.45,23.360671997070312,0.2028985507246377,3.598456382751465,0.5,0.5,0.5,0.5,0.5,False,0.1
1,I have social anxiety about attending events.,baseline,4,"I have social anxiety about attending events. If you want to avoid having an event, we'll figure out a way to get you through.

Do not take pictures

While we're at it, here's what some photographers were saying to me about the situation.

It was really important, too. It was important for",52,0.8846153846153846,0.9803921568627451,1.0,0.0,0.2777777777777778,0.6888888888888888,15.283899307250977,0.22580645161290322,3.3240811824798584,0.5,0.5,0.5,0.5,0.5,False,0.1
1,I have social anxiety about attending events.,high_dopamine,0,"I have social anxiety about attending events. When you feel you are under-appreciated, it's not going to be okay for one group to feel bad for all the other. This goes beyond mere emotional support. I have social anxiety about attending events. When you feel you are under-appreciated, it's not going to",52,0.5961538461538461,0.6862745098039216,0.7,0.30000000000000004,-0.10833333333333331,0.4035714285714286,8.919729232788086,0.2222222222222222,2.5002479553222656,0.9,0.5,0.5,0.5,0.5,False,0.1
1,I have social anxiety about attending events.,high_dopamine,1,"I have social anxiety about attending events. This is why people may have low motivation, which may contribute to lack of motivation for attending events.

Why did many women fail to gain popularity from their jobs? When we talk to men, we hear this: ""You're not doing the best job. It's just that you don't",55,0.8545454545454545,0.9814814814814815,1.0,0.0,0.20666666666666664,0.29333333333333333,21.121837615966797,0.21538461538461542,3.6477479934692383,0.9,0.5,0.5,0.5,0.5,False,0.1
1,I have social anxiety about attending events.,high_dopamine,2,"I have social anxiety about attending events. What is going on? What are people doing with their lives? Do they feel safe and protected? The reality is, the only way they can survive is through this one conversation. The rest of us have to have the option.""


The most challenging part of interviewing for work? Having it go",58,0.8275862068965517,1.0,1.0,0.0,0.30666666666666664,0.6133333333333333,23.00415802001953,0.21538461538461542,3.910323143005371,0.9,0.5,0.5,0.5,0.5,False,0.1
1,I have social anxiety about attending events.,high_dopamine,3,I have social anxiety about attending events. I can't go back and read the book. And then there was a year and a half back when I took my last flight to work – no matter how long that meant – that I had to pay my plane for airfare. I have been living under that bus for years now. A lot,62,0.7419354838709677,0.9836065573770492,1.0,0.0,-0.030555555555555558,0.11666666666666665,23.274341583251953,0.2058823529411765,3.630567789077759,0.9,0.5,0.5,0.5,0.5,False,0.1
1,I have social anxiety about attending events.,high_dopamine,4,"I have social anxiety about attending events. We see a lot of stuff happen when your family comes, and our social interactions don't reflect the events we've been going to since our kids were born. And that's really, really discouraging to me — to not have time to really think about how far I've fallen in love.""",57,0.8421052631578947,1.0,1.0,0.0,0.17777777777777778,0.35555555555555557,22.058135986328125,0.208955223880597,3.3539843559265137,0.9,0.5,0.5,0.5,0.5,False,0.1
1,I have social anxiety about attending events.,high_cortisol,0,I have social anxiety about attending events. There are a lot of friends I haven't known before. But I know I know what I have to do because people have really good stories of being on the wrong side of adversity. I would really like to be that person I always wanted to be in person with and not just in a room where,64,0.71875,0.9523809523809523,1.0,0.0,0.10833333333333332,0.4416666666666667,16.86951446533203,0.19444444444444445,3.3887689113616943,0.5,0.9,0.5,0.5,0.5,False,0.1
1,I have social anxiety about attending events.,high_cortisol,1,I have social anxiety about attending events. I have social memory issues and I have trouble remembering details. I'm probably a bit more than a little paranoid about socializing when I'm not socializing. I always find myself trying to explain things so as to not get bored of it. I've had a few years when I got a lot,59,0.7457627118644068,0.9482758620689655,0.9824561403508771,0.01754385964912286,-0.0744047619047619,0.34761904761904766,16.789981842041016,0.2028985507246377,3.825795888900757,0.5,0.9,0.5,0.5,0.5,False,0.1
1,I have social anxiety about attending events.,high_cortisol,2,"I have social anxiety about attending events. I was really afraid to go because of my friends who are scared to go to events and who don't want to go in my place. I wanted to go with the same people at these shows and I thought it was cool to go see some of those shows, but I was scared at the time",64,0.65625,0.9206349206349206,1.0,0.0,-0.05416666666666667,0.4354166666666667,14.894899368286133,0.19444444444444445,3.5911784172058105,0.5,0.9,0.5,0.5,0.5,False,0.1
1,I have social anxiety about attending events.,high_cortisol,3,"I have social anxiety about attending events.

I have a hard time believing, from what people tell me, that I need help.
. But I can tell people and people are still confused.
 or not believe it.
…

There are times when things just go wrong, and that is the best way to overcome",54,0.8148148148148148,0.9811320754716981,1.0,0.0,-0.03166666666666669,0.5016666666666666,25.89940643310547,0.23728813559322035,3.437089204788208,0.5,0.9,0.5,0.5,0.5,False,0.1
1,I have social anxiety about attending events.,high_cortisol,4,"I have social anxiety about attending events. My anxiety can be exacerbated by having to go on a flight because of the fact that my family member must be doing this to protect my identity. I will try to educate myself on the best way to get through this with your help.

If you can help, I'm confident that you'll",60,0.7833333333333333,1.0,1.0,0.0,0.5111111111111112,0.39999999999999997,16.80889892578125,0.2028985507246377,3.7755181789398193,0.5,0.9,0.5,0.5,0.5,False,0.1
1,I have social anxiety about attending events.,high_oxytocin,0,"I have social anxiety about attending events. So you should go see something.""

I went on to look at his Instagram account. For those of you unfamiliar with the subject I have said before that most of the people that came into my office had no idea I existed. I had a general feeling I was crazy, and a group called",61,0.8032786885245902,0.9833333333333333,1.0,0.0,-0.036666666666666646,0.45999999999999996,22.488481521606445,0.2058823529411765,3.671084403991699,0.5,0.5,0.9,0.5,0.5,False,0.1
1,I have social anxiety about attending events.,high_oxytocin,1,"I have social anxiety about attending events. My parents are more active participants than most attendees.

What to do before attending?

Most attendance can be short term. In a similar fashion, there will be some short term experience involved. However, at the end of the semester, there will be enough experience to keep all students",55,0.8363636363636363,0.9629629629629629,0.9811320754716981,0.018867924528301883,0.15555555555555556,0.40740740740740733,21.886436462402344,0.22580645161290322,3.5760409832000732,0.5,0.5,0.9,0.5,0.5,False,0.1
1,I have social anxiety about attending events.,high_oxytocin,2,"I have social anxiety about attending events. Many of us are. But, if anything, we are more than happy to do it.

Our lives don't seem as stressful or dangerous as people think, let alone make you feel so happy.

People feel a lot of pain

There is a big stigma around anxiety when",54,0.8888888888888888,1.0,1.0,0.0,0.29047619047619044,0.5809523809523809,18.925762176513672,0.22580645161290322,3.5761733055114746,0.5,0.5,0.9,0.5,0.5,False,0.1
1,I have social anxiety about attending events.,high_oxytocin,3,"I have social anxiety about attending events. There are three options: if I'm not attending, I stay in a hotel or I cancel and then move. In general the hotel is more conducive to having something going on.

5. In one situation you have to move yourself; in another you don't.

Another time you",54,0.7962962962962963,1.0,1.0,0.0,0.19444444444444445,0.35555555555555557,20.643657684326172,0.2222222222222222,3.7073071002960205,0.5,0.5,0.9,0.5,0.5,False,0.1
1,I have social anxiety about attending events.,high_oxytocin,4,"I have social anxiety about attending events.

Do not attend for:

The social anxiety is a physical, mental or emotional disorder that does not seem to be an intentional response of the organizer.

The social anxiety in people's lives is not a sign of a mental illness but an opportunity to talk about issues and do something",57,0.7017543859649122,0.9464285714285714,0.9818181818181818,0.018181818181818188,-0.014285714285714287,0.1989795918367347,15.67947769165039,0.21538461538461542,3.666344404220581,0.5,0.5,0.9,0.5,0.5,False,0.1
1,I have social anxiety about attending events.,high_adrenaline,0,"I have social anxiety about attending events. My mother, a nurse, had to come over to see me. When I saw her, the doctors said that she wasn't going.""

But she has no regrets and has come to understand that there is a way to stop the symptoms that often go untreated for others. She says there have",58,0.7586206896551724,1.0,1.0,0.0,0.04166666666666667,0.13333333333333333,17.31351089477539,0.21212121212121215,3.6472041606903076,0.5,0.5,0.5,0.9,0.5,False,0.1
1,I have social anxiety about attending events.,high_adrenaline,1,"I have social anxiety about attending events. I am also concerned about not having time to do homework in a safe environment because I want to avoid the feeling of being alone.

So I started to make my own plans, I would write on my Facebook profile that I would meet with everyone and we could start planning our own event. I",62,0.8064516129032258,0.9836065573770492,1.0,0.0,0.43333333333333335,0.6416666666666666,17.14421844482422,0.2028985507246377,3.9602696895599365,0.5,0.5,0.5,0.9,0.5,False,0.1
1,I have social anxiety about attending events.,high_adrenaline,2,"I have social anxiety about attending events. I know I need to go to those shows to stay alive, I have social anxiety that's been going on for a very long time.""

She said that when she came to the show she saw people ""suck it up."" ""There are people out there who are trying to do what",58,0.7586206896551724,0.9473684210526315,0.9642857142857143,0.0357142857142857,0.025416666666666664,0.2633333333333333,13.724559783935547,0.21212121212121215,3.4524338245391846,0.5,0.5,0.5,0.9,0.5,False,0.1
1,I have social anxiety about attending events.,high_adrenaline,3,"I have social anxiety about attending events. I've done several events and have had people saying, 'Well it doesn't seem that many people are going to be there for these events.' Well, they say 'Oh, but you're in Vancouver.' It's really hard to get there without feeling a little bit anxious and having to get to",56,0.8571428571428571,0.9818181818181818,1.0,0.0,-0.03263888888888889,0.43472222222222223,15.953109741210938,0.208955223880597,3.7404611110687256,0.5,0.5,0.5,0.9,0.5,False,0.1
1,I have social anxiety about attending events.,high_adrenaline,4,"I have social anxiety about attending events. My family and I have social anxiety about social issues. My brother says, 'I just need to get out of here.' I just need to stay here."" He had just been in jail. ""When I was in prison, I could have stayed at home. But I just wanted to go home",58,0.6724137931034483,0.8771929824561403,0.9285714285714286,0.0714285714285714,0.0,0.05,12.93114185333252,0.21538461538461542,3.49819278717041,0.5,0.5,0.5,0.9,0.5,False,0.1
1,I have social anxiety about attending events.,high_serotonin,0,"I have social anxiety about attending events. I know many parents who will never want to be there. These people have social issues on a very personal scale.

And then of course, when things look good I feel I need to go. It's hard enough walking my dog when you have to be constantly talking and checking. But even",59,0.8135593220338984,0.9655172413793104,1.0,0.0,0.12187499999999998,0.3747916666666667,26.1617374420166,0.208955223880597,3.5154502391815186,0.5,0.5,0.5,0.5,0.9,False,0.1
1,I have social anxiety about attending events.,high_serotonin,1,"I have social anxiety about attending events. Some of me have nightmares at my desk in front of other people's windows.""


His father, a doctor from a South African community, has been diagnosed with schizophrenia and anxiety disorders including social phobias, which he was diagnosed with last year. Now 25, his mental health hasn't been",55,0.8363636363636363,0.9814814814814815,1.0,0.0,-0.026388888888888892,0.12916666666666665,22.427108764648438,0.21875,3.6368885040283203,0.5,0.5,0.5,0.5,0.9,False,0.1
1,I have social anxiety about attending events.,high_serotonin,2,"I have social anxiety about attending events. I think, really, I should just do something. The best part? It's like living out a little life with your parents. When you get your doctor's appointment, they can see it. There's always some kind of stigma around anxiety, but it's like having your parents. It's",53,0.8490566037735849,0.9615384615384616,1.0,0.0,0.3291666666666667,0.39333333333333337,20.01825714111328,0.21538461538461542,3.7650227546691895,0.5,0.5,0.5,0.5,0.9,False,0.1
1,I have social anxiety about attending events.,high_serotonin,3,"I have social anxiety about attending events. They may be able to learn social skills through attending lectures. This is a good alternative to attending parties and meetings and for social media. The more people there are, the better.",39,0.8205128205128205,1.0,1.0,0.0,0.32857142857142857,0.3464285714285714,26.6676025390625,0.30434782608695654,4.114503860473633,0.5,0.5,0.5,0.5,0.9,False,0.1
1,I have social anxiety about attending events.,high_serotonin,4,"I have social anxiety about attending events. I felt sad because I had been exposed to such an amazing group. That's okay,"" she said. ""I feel like I didn't take this right, but for me to feel that was a big accomplishment, I had to do it myself, too. What a great event I attended! We",56,0.8214285714285714,0.9818181818181818,1.0,0.0,0.2398809523809524,0.5440476190476191,20.957862854003906,0.21538461538461542,3.4878180027008057,0.5,0.5,0.5,0.5,0.9,False,0.1
2,I feel overwhelmed by my workload this week.,baseline,0,"I feel overwhelmed by my workload this week. But I have to help make this a real reality.

With that out of the way, I've got three things in play for Thursday's event:

My goal with this goal-setting event is to help all my students stay motivated for all hours (and all events), and be",55,0.8,0.9814814814814815,1.0,0.0,0.2,0.30000000000000004,18.745513916015625,0.2424242424242424,3.5359106063842773,0.5,0.5,0.5,0.5,0.5,False,0.1
2,I feel overwhelmed by my workload this week.,baseline,1,"I feel overwhelmed by my workload this week. I'm thinking of getting myself a little more sleep to recover. It's a big weight off me for two weeks, which is actually great for me,"" says Shannan Williams of the Blue Jays.

Williams went into this spring's game feeling strong for his game but could only help to",57,0.8596491228070176,1.0,1.0,0.0,0.08287037037037039,0.4981481481481482,25.42827033996582,0.23529411764705882,3.8228437900543213,0.5,0.5,0.5,0.5,0.5,False,0.1
2,I feel overwhelmed by my workload this week.,baseline,2,"I feel overwhelmed by my workload this week. I got so many emails, so many calls, and I didn't have a good job in a while. The hardest thing was for me to make my voice louder on the phone. Every single time I did something that would get out of hand, it became difficult. That is why I need to",61,0.819672131147541,0.9833333333333333,1.0,0.0,0.2257142857142857,0.5628571428571428,14.154853820800781,0.2285714285714286,3.326249122619629,0.5,0.5,0.5,0.5,0.5,False,0.1
2,I feel overwhelmed by my workload this week.,baseline,3,"I feel overwhelmed by my workload this week. It feels like I'm doing work every day and everything is still going so I'm always asking questions and keeping calm.

Have you tried any social media since then?

Yes. My new job is actually getting me into this new online thing called ""Crawl Space"" to use as",56,0.8928571428571429,1.0,1.0,0.0,0.12121212121212122,0.36515151515151517,20.817752838134766,0.2424242424242424,3.7977564334869385,0.5,0.5,0.5,0.5,0.5,False,0.1
2,I feel overwhelmed by my workload this week.,baseline,4,"I feel overwhelmed by my workload this week. I feel anxious to give up that big project I worked on before.""

And you know what else? Just getting ready to go on vacation has taken a toll on his life. He had to work harder not to show up and leave work late. As one of the employees said: ""We",60,0.8166666666666667,0.9830508474576272,1.0,0.0,-0.09,0.44000000000000006,21.449867248535156,0.23529411764705882,3.656975030899048,0.5,0.5,0.5,0.5,0.5,False,0.1
2,I feel overwhelmed by my workload this week.,high_dopamine,0,"I feel overwhelmed by my workload this week. I'm feeling pretty tired.""",12,1.0,1.0,1.0,0.0,-0.07500000000000001,0.85,34.52214431762695,0.761904761904762,4.045300006866455,0.9,0.5,0.5,0.5,0.5,False,0.1
